301	FBIS4-38364	1	103.68569946289062
301	FBIS3-24143	2	101.79246520996094
301	FBIS4-45477	3	101.60939025878906
301	FBIS3-54944	4	101.4659194946289
301	FBIS4-22471	5	101.41249084472656
301	FBIS4-63999	6	101.26023864746094
301	FT943-16238	7	101.18350982666016
301	FT944-8297	8	100.83563232421875
301	FBIS3-21961	9	100.74512481689453
301	FT934-4602	10	100.23147583007812
309	LA040990-0028	1	99.61795043945312
309	LA041689-0082	2	99.57504272460938
309	LA041890-0155	3	97.99072265625
309	LA040790-0096	4	97.94383239746094
309	FT923-5998	5	97.75856018066406
309	LA070690-0085	6	97.73733520507812
309	LA070890-0038	7	97.72299194335938
309	LA081589-0061	8	97.69029235839844
309	LA032489-0179	9	97.13741302490234
309	FT924-3206	10	96.91448974609375
317	LA073190-0082	1	101.16572570800781
317	LA051789-0061	2	99.34535217285156
317	LA052489-0152	3	98.25791931152344
317	FT942-5238	4	97.53004455566406
317	LA071590-0170	5	96.8330078125
317	FR940516-1-00131	6	96.7564697265625
317	FT924-1041	7	96.59639739990234
317	FR940222-1-00005	8	96.10309600830078
317	FT944-12081	9	96.01554107666016
317	FT943-6505	10	95.87940216064453
325	LA082390-0253	1	95.44926452636719
325	FT944-17948	2	95.26435852050781
325	LA050890-0033	3	95.1941146850586
325	FT932-4942	4	94.72835540771484
325	FT934-7177	5	94.58316802978516
325	LA052189-0196	6	94.50527954101562
325	FT944-14422	7	94.22920227050781
325	FT932-14560	8	93.92399597167969
325	LA083189-0064	9	93.65669250488281
325	LA011890-0016	10	93.33039855957031
333	FT924-5307	1	100.46387481689453
333	FT942-8985	2	97.57337951660156
333	FT942-6645	3	97.28264617919922
333	FBIS4-23025	4	96.33415985107422
333	FT944-10375	5	96.17366790771484
333	FT944-3523	6	96.04716491699219
333	FBIS4-23024	7	95.7743911743164
333	FR940202-2-00133	8	95.50361633300781
333	FR940202-2-00101	9	95.01730346679688
333	FBIS4-23028	10	94.98478698730469
341	FR941206-1-00143	1	101.77244567871094
341	LA100189-0090	2	101.5592041015625
341	LA041890-0141	3	101.28765869140625
341	LA021790-0109	4	101.2855453491211
341	LA100589-0098	5	100.66387939453125
341	FBIS3-60767	6	100.58988189697266
341	LA021489-0071	7	100.41840362548828
341	FR941206-1-00140	8	100.24871826171875
341	LA092689-0003	9	99.9336166381836
341	FT933-6584	10	99.89140319824219
349	LA080890-0068	1	93.59752655029297
349	LA032990-0031	2	91.92573547363281
349	FR941107-2-00101	3	91.69010925292969
349	FBIS4-47566	4	91.188232421875
349	FBIS3-42994	5	90.92677307128906
349	FBIS3-43032	6	90.92677307128906
349	FBIS4-22895	7	90.55805206298828
349	FBIS4-47573	8	90.33709716796875
349	FR940405-1-00081	9	90.27716827392578
349	LA072889-0041	10	90.21878814697266
357	FBIS3-36488	1	100.21929931640625
357	FT943-2295	2	98.86343383789062
357	FBIS3-16231	3	98.34146881103516
357	FBIS4-65392	4	98.13951873779297
357	FBIS4-43073	5	97.5973892211914
357	FT941-1772	6	96.5284423828125
357	FBIS3-57480	7	96.39810180664062
357	FT921-4462	8	96.33097076416016
357	FBIS4-45019	9	96.32954406738281
357	FT944-9398	10	96.27227020263672
365	LA123090-0031	1	101.48722076416016
365	LA021690-0167	2	100.49595642089844
365	FT921-10204	3	100.25973510742188
365	FT923-14358	4	99.75334930419922
365	FT922-9051	5	97.32522583007812
365	LA112790-0036	6	95.86493682861328
365	FBIS3-33215	7	95.84021759033203
365	FR940926-2-00036	8	95.51109313964844
365	FT922-14235	9	95.26437377929688
365	FT932-14766	10	95.21931457519531
373	FT943-5307	1	97.94462585449219
373	FR940111-2-00010	2	97.76653289794922
373	FT943-5733	3	97.13177490234375
373	FR940516-0-00057	4	96.99906921386719
373	FBIS3-41961	5	96.82835388183594
373	LA092390-0169	6	96.59575653076172
373	FT941-9647	7	96.5713882446289
373	LA092189-0227	8	96.55949401855469
373	FT942-4659	9	96.52924346923828
373	FR940516-0-00058	10	96.48121643066406
381	FR941122-2-00061	1	96.28523254394531
381	FT943-11161	2	94.52345275878906
381	LA082690-0003	3	94.02366638183594
381	LA021890-0038	4	93.99234008789062
381	LA042489-0065	5	93.85856628417969
381	FR940819-2-00077	6	93.77903747558594
381	FT943-10045	7	93.38007354736328
381	LA122790-0224	8	93.26649475097656
381	FR941026-2-00019	9	93.20415496826172
381	LA111090-0106	10	93.17974853515625
389	FBIS4-29650	1	97.38523864746094
389	FT933-11258	2	97.12461853027344
389	FT922-2709	3	96.85033416748047
389	FT933-15982	4	96.41024780273438
389	LA061690-0015	5	96.03602600097656
389	LA051389-0053	6	95.93741607666016
389	FT944-4468	7	95.45298767089844
389	FT943-10570	8	95.2787094116211
389	FBIS4-50758	9	95.24185180664062
389	FT933-7146	10	95.2101821899414
397	LA121989-0061	1	103.56156921386719
397	LA020190-0022	2	103.47883605957031
397	LA072390-0100	3	102.93986511230469
397	FT932-15789	4	102.43630981445312
397	FT924-3063	5	102.35272216796875
397	LA052890-0061	6	101.62438201904297
397	LA021390-0016	7	101.49832153320312
397	FT944-9927	8	101.29331970214844
397	FT944-9926	9	101.16583251953125
397	LA031489-0124	10	100.95210266113281
405	FT922-11472	1	98.4815902709961
405	FBIS3-42549	2	97.11837005615234
405	FT941-17652	3	96.144287109375
405	FT942-5468	4	95.94147491455078
405	FT922-11525	5	95.34537506103516
405	FT924-286	6	95.25473022460938
405	LA062389-0120	7	94.43632507324219
405	FBIS3-42550	8	94.24476623535156
405	FT921-830	9	93.98626708984375
405	FBIS3-42517	10	93.90420532226562
413	LA011789-0094	1	105.70111083984375
413	FT931-10999	2	104.28291320800781
413	FT921-10554	3	104.08988952636719
413	FT931-10994	4	104.04353332519531
413	FBIS3-44652	5	103.83536529541016
413	FT931-14986	6	103.6772689819336
413	FT922-5927	7	103.64561462402344
413	FT931-14971	8	103.41658020019531
413	FT941-17373	9	103.30921936035156
413	FBIS3-44556	10	103.2201919555664
421	FT933-4383	1	102.7116928100586
421	FT934-17267	2	101.61295318603516
421	FR941013-1-00065	3	101.29107666015625
421	LA031289-0073	4	100.88314819335938
421	FT942-8961	5	100.73326873779297
421	FR940413-2-00037	6	100.67585754394531
421	LA042990-0124	7	100.5406723022461
421	FT942-13005	8	100.27405548095703
421	LA093090-0238	9	100.22882843017578
421	FR940511-1-00081	10	100.19325256347656
